partition,date_utc,signal_ts,variant,H,L,range,F75,F15,E10,touch_bar_start,frozen_h2_bar_start,confirmation_status,confirmation_kind,confirmation_bar_start,confirmation_ts,entry_executed,entry_ts,entry_px,entry_fraction,exit_ts,exit_px,exit_reason,net_pnl_usd,hold_minutes,h2_before_exit
reference_validation,2026-02-11,2026-02-11 13:35:00+00:00,EARLY_RECLAIM,1966.73,1930.39,36.33999999999992,1957.645,1935.8410000000001,1970.364,2026-02-11 13:40:00+00:00,2026-02-11 14:00:00+00:00,CONFIRMED,LATER_RECLAIM,2026-02-11 13:55:00+00:00,2026-02-11 14:00:00+00:00,True,2026-02-11 14:00:00+00:00,1959.43,0.799119427627959,2026-02-11 14:00:00+00:00,1970.364,TP_E10,2.3900971200808256,0.0,True
reference_validation,2026-02-11,2026-02-11 13:35:00+00:00,SAME_BAR_REJECTION,1966.73,1930.39,36.33999999999992,1957.645,1935.8410000000001,1970.364,2026-02-11 13:40:00+00:00,2026-02-11 14:00:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2026-03-12,2026-03-12 13:40:00+00:00,EARLY_RECLAIM,2075.65,2036.75,38.90000000000009,2065.925,2042.585,2079.54,2026-03-12 13:45:00+00:00,2026-03-12 14:00:00+00:00,H2_BEFORE_CONFIRMATION,,,,False,,,,,,H2_BEFORE_CONFIRMATION,,,False
reference_validation,2026-03-12,2026-03-12 13:40:00+00:00,SAME_BAR_REJECTION,2075.65,2036.75,38.90000000000009,2065.925,2042.585,2079.54,2026-03-12 13:45:00+00:00,2026-03-12 14:00:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2026-03-13,2026-03-13 14:30:00+00:00,EARLY_RECLAIM,2205.58,2090.09,115.48999999999978,2176.7075,2107.4135,2217.129,2026-03-13 14:40:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2026-03-13,2026-03-13 14:30:00+00:00,SAME_BAR_REJECTION,2205.58,2090.09,115.48999999999978,2176.7075,2107.4135,2217.129,2026-03-13 14:40:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2026-03-16,2026-03-16 13:45:00+00:00,EARLY_RECLAIM,2302.99,2233.0,69.98999999999978,2285.4925,2243.4985,2309.9889999999996,2026-03-16 13:50:00+00:00,2026-03-16 14:10:00+00:00,CONFIRMED,LATER_RECLAIM,2026-03-16 13:55:00+00:00,2026-03-16 14:00:00+00:00,True,2026-03-16 14:00:00+00:00,2287.56,0.7795399342763268,2026-03-16 17:30:00+00:00,2309.9889999999996,TP_E10,4.502385074052606,210.0,True
reference_validation,2026-03-16,2026-03-16 13:45:00+00:00,SAME_BAR_REJECTION,2302.99,2233.0,69.98999999999978,2285.4925,2243.4985,2309.9889999999996,2026-03-16 13:50:00+00:00,2026-03-16 14:10:00+00:00,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,EARLY_RECLAIM,2414.99,2382.15,32.83999999999969,2406.7799999999997,2387.076,2418.274,2026-04-22 13:40:00+00:00,2026-04-22 13:45:00+00:00,CONFIRMED,SAME_BAR,2026-04-22 13:40:00+00:00,2026-04-22 13:45:00+00:00,True,2026-04-22 13:45:00+00:00,2412.43,0.9220462850182713,2026-04-22 13:45:00+00:00,2418.274,TP_E10,0.8112268542506799,0.0,True
reference_validation,2026-04-22,2026-04-22 13:35:00+00:00,SAME_BAR_REJECTION,2414.99,2382.15,32.83999999999969,2406.7799999999997,2387.076,2418.274,2026-04-22 13:40:00+00:00,2026-04-22 13:45:00+00:00,CONFIRMED,SAME_BAR,2026-04-22 13:40:00+00:00,2026-04-22 13:45:00+00:00,True,2026-04-22 13:45:00+00:00,2412.43,0.9220462850182713,2026-04-22 13:45:00+00:00,2418.274,TP_E10,0.8112268542506799,0.0,True
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,EARLY_RECLAIM,2314.68,2275.68,39.0,2304.93,2281.5299999999997,2318.58,2026-05-01 13:45:00+00:00,2026-05-01 13:50:00+00:00,CONFIRMED,SAME_BAR,2026-05-01 13:45:00+00:00,2026-05-01 13:50:00+00:00,True,2026-05-01 13:50:00+00:00,2309.61,0.8700000000000074,2026-05-01 13:50:00+00:00,2318.58,TP_E10,1.5418862924909242,0.0,True
reference_validation,2026-05-01,2026-05-01 13:35:00+00:00,SAME_BAR_REJECTION,2314.68,2275.68,39.0,2304.93,2281.5299999999997,2318.58,2026-05-01 13:45:00+00:00,2026-05-01 13:50:00+00:00,CONFIRMED,SAME_BAR,2026-05-01 13:45:00+00:00,2026-05-01 13:50:00+00:00,True,2026-05-01 13:50:00+00:00,2309.61,0.8700000000000074,2026-05-01 13:50:00+00:00,2318.58,TP_E10,1.5418862924909242,0.0,True
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,EARLY_RECLAIM,1748.67,1714.9,33.76999999999998,1740.2275,1719.9655,1752.047,2026-07-03 14:00:00+00:00,2026-07-03 19:30:00+00:00,CONFIRMED,SAME_BAR,2026-07-03 14:00:00+00:00,2026-07-03 14:05:00+00:00,True,2026-07-03 14:05:00+00:00,1743.7,0.8528279538051516,2026-07-03 19:35:00+00:00,1752.047,TP_E10,1.9934736479899189,330.0,True
reference_validation,2026-07-03,2026-07-03 13:45:00+00:00,SAME_BAR_REJECTION,1748.67,1714.9,33.76999999999998,1740.2275,1719.9655,1752.047,2026-07-03 14:00:00+00:00,2026-07-03 19:30:00+00:00,CONFIRMED,SAME_BAR,2026-07-03 14:00:00+00:00,2026-07-03 14:05:00+00:00,True,2026-07-03 14:05:00+00:00,1743.7,0.8528279538051516,2026-07-03 19:35:00+00:00,1752.047,TP_E10,1.9934736479899189,330.0,True
reference_validation,2026-07-10,2026-07-10 13:55:00+00:00,EARLY_RECLAIM,1806.82,1771.66,35.159999999999854,1798.03,1776.934,1810.336,2026-07-10 14:00:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
reference_validation,2026-07-10,2026-07-10 13:55:00+00:00,SAME_BAR_REJECTION,1806.82,1771.66,35.159999999999854,1798.03,1776.934,1810.336,2026-07-10 14:00:00+00:00,,NO_CONFIRMATION,,,,False,,,,,,NO_CONFIRMATION,,,False
